-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,0,1,2,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,2,3,5,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,4,5,-1,-1,4,5,6,7,9,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,7
0,1,2,3,1,2,3,-1,-1,1,2,3,-1,-1,0,1,2,3,9,10,11,-1,-1,0,1,-1,-1,8,9,-1,-1,8,9,10,11,13,14,15,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,1,2,3,-1,-1,8,9,10,11
4,5,6,7,5,6,7,-1,-1,5,6,7,-1,-1,4,5,6,7,13,14,15,-1,-1,4,5,-1,-1,12,13,-1,-1,12,13,14,15,5,6,7,-1,-1,-1,4,-1,-1,4,-1,-1,-1,-1,-1,4,5,6,7,-1,-1,12,13,14,15
8,9,10,11,9,10,11,-1,-1,9,10,11,-1,-1,8,9,10,11,5,6,7,-1,-1,8,9,-1,-1,8,9,-1,-1,4,5,6,7,9,10,11,-1,-1,-1,8,-1,-1,8,-1,0,1,2,3,9,10,11,11,-1,-1,12,13,14,15
12,13,14,15,13,14,15,-1,-1,13,14,15,-1,-1,12,13,14,15,9,10,11,-1,-1,12,13,-1,-1,12,13,-1,-1,8,9,10,11,13,14,15,-1,-1,-1,12,-1,-1,12,-1,4,5,6,7,13,14,15,15,-1,-1,12,13,14,15
